ENSID	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_Voom	Flags_.MT2_PMO.	Flags_.MT2_SC.	Flags_tot
ENSG00000065320	0.3612637	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	4,298267e-17	0,3612637	 239,89595	 1,152383e-41	0,3604538	 11,5115118	1,555282e-03	0,3613302	 11,5107909	 3	 3	 6
ENSG00000066056	0.6656379	TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]	8,348993e-03	0,6656379	  30,41002	 3,311235e-04	0,6634512	  1,4678879	5,227676e-04	0,6654244	  1,4671675	 3	 3	 6
ENSG00000067066	0.5965637	SP100	SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]	7,810603e-06	0,5965637	  77,83448	 3,430928e-09	0,5948364	  3,7472957	3,369946e-04	0,5959440	  3,7465752	 3	 3	 6
ENSG00000069122	0.4074191	ADGRF5	adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]	7,469390e-07	0,4074191	  67,96248	 1,110114e-14	0,4063957	  3,2627752	1,044644e-02	0,4090609	  3,2620546	 3	 3	 6
ENSG00000069399	0.6578030	BCL3	BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]	5,683441e-08	0,6578030	 215,22827	 8,435437e-14	0,6560146	 10,3715950	1,746081e-03	0,6563071	 10,3708742	 3	 3	 6
ENSG00000069482	0.1912042	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	7,002519e-20	0,1912042	 122,36203	 8,076592e-43	0,1907299	  5,8674710	4,738625e-04	0,1934514	  5,8667503	 3	 3	 6
ENSG00000073756	0.5555328	PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]	3,024476e-02	0,5555328	  20,54441	 3,679497e-04	0,5547945	  0,9856353				 3	 2	 5
ENSG00000075290	1.5683498	WNT8B	Wnt family member 8B [Source:HGNC Symbol;Acc:HGNC:12789]	7,874529e-03	1,5683498	  30,67426	 1,845586e-04	1,5642270	  1,4599169	1,199388e-02	1,5594094	  1,4606372	 3	 3	 6
ENSG00000075340	0.6509358	ADD2	adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]	1,685492e-05	0,6509358	 106,43094	 4,112253e-09	0,6492389	  5,1265734	3,341952e-03	0,6498529	  5,1258528	 3	 3	 6
ENSG00000077009	0.6289395	NMRK2	nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]				 1,922161e-02	0,6289395	  0,4405736	2,484370e-02	0,6367572	  0,4398533	 3	 0	 3
ENSG00000077522	0.6105712	ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	5,301298e-03	0,6105712	 200,01981	 4,774284e-16	0,6090784	  9,6267015	1,653397e-02	0,6094814	  9,6259807	 3	 3	 6
ENSG00000079112	0.6500064	CDH17	cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]				 1,900920e-02	0,6500064	  0,4996168				 2	 2	 4
ENSG00000080573	0.4170774	COL5A3	collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]	4,803488e-07	0,4170774	  91,55501	 7,548344e-18	0,4160350	  4,3972950	1,633637e-02	0,4179526	  4,3965744	 3	 3	 6
ENSG00000081041	0.5981080	CXCL2	C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]				 1,338100e-02	0,5981080	  0,4872167				 3	 0	 3
ENSG00000081479	1.5945359	LRP2	LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]	1,568803e-02	1,5945359	 475,01185	 3,298535e-23	1,5886055	 22,5716725	3,609435e-02	1,5882627	 22,5723917	 3	 3	 6
ENSG00000081800	1.7163059	SLC13A1	solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916]				 2,408308e-02	1,7163059	  0,3367477	3,985976e-02	1,6835658	  0,3374680	 0	 2	 2
ENSG00000082482	0.6265462	KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]				 8,261241e-03	0,6265462	  0,6112258	2,278254e-02	0,6322820	  0,6105055	 3	 2	 5
ENSG00000083782	0.4177116	EPYC	epiphycan [Source:HGNC Symbol;Acc:HGNC:3053]				 1,238553e-06	0,4177116	  1,2761603				 2	 1	 3
ENSG00000086696	2.4392734	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]	1,683579e-07	2,4392734	  62,14045	 8,436314e-14	2,4315712	  2,9650157	1,122568e-03	2,4158066	  2,9657359	 3	 3	 6
ENSG00000088386	0.5689331	SLC15A1	solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]				 6,112183e-03	0,5689331	  0,5134613	7,611747e-03	0,5778907	  0,5127409	 3	 0	 3
ENSG00000090339	0.4205145	ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]	1,517610e-07	0,4205145	 641,04795	 5,741175e-65	0,4195340	 30,7704517	2,907079e-03	0,4198056	 30,7697299	 3	 3	 6
ENSG00000091482	0.6006889	SMPX	small muscle protein X-linked [Source:HGNC Symbol;Acc:HGNC:11122]	1,006579e-02	0,6006889	  28,73133	 9,245051e-05	0,5992787	  1,3822256	4,109207e-02	0,6022058	  1,3815051	 3	 3	 6
ENSG00000092054	0.6292739	MYH7	myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577]	9,334437e-06	0,6292739	  91,44857	 2,843256e-09	0,6271913	  4,4109598	1,376680e-03	0,6279933	  4,4102393	 3	 3	 6
ENSG00000092607	0.6623004	TBX15	T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]				 3,103988e-02	0,6623004	  0,4346798				 2	 1	 3
ENSG00000099337	0.6540781	KCNK6	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]	1,571459e-02	0,6540781	  24,71820	 8,485272e-04	0,6522648	  1,1911809	7,876283e-04	0,6548500	  1,1904605	 3	 3	 6
ENSG00000099769	1.5532948	IGFALS	insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]				 1,619913e-02	1,5532948	  0,4940314	2,819409e-02	1,5398506	  0,4947518	 1	 3	 4
ENSG00000099866	0.6556785	MADCAM1	mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765]	1,168265e-02	0,6556785	  31,15319	 2,600307e-04	0,6536911	  1,5021772	3,232098e-02	0,6557279	  1,5014568	 3	 3	 6
ENSG00000100095	0.5567744	SEZ6L	seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]				 3,605922e-03	0,5567744	  0,5902140	4,966598e-02	0,5650148	  0,5894936	 3	 1	 4
ENSG00000100276	0.5391855	RASL10A	RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]				 4,778696e-03	0,5391855	  0,4799651	2,007794e-02	0,5500594	  0,4792447	 3	 0	 3
ENSG00000100290	0.5090367	BIK	BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]				 6,734289e-03	0,5090367	  0,4037549	6,224424e-03	0,5235680	  0,4030345	 2	 0	 2
ENSG00000100336	0.6090207	APOL4	apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]	1,682356e-03	0,6090207	  40,03662	 1,071091e-05	0,6076407	  1,9254303	5,024681e-03	0,6096624	  1,9247099	 3	 3	 6
ENSG00000100342	0.5127742	APOL1	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]	8,372907e-10	0,5127742	 118,50876	 3,454812e-16	0,5113734	  5,6973510	1,398196e-04	0,5124208	  5,6966304	 3	 3	 6
ENSG00000100346	0.6001177	CACNA1I	calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]	4,528076e-02	0,6001177	  16,38733	 1,996348e-03	0,5988380	  0,7877269				 3	 3	 6
ENSG00000100368	0.6663857	CSF2RB	colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]				 3,139880e-07	0,6663857	  3,7579626				 3	 3	 6
ENSG00000100558	0.4176018	PLEK2	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]	1,321331e-02	0,4176018	  13,40635	 1,904584e-04	0,4167193	  0,6435773	1,354018e-02	0,4295581	  0,6428569	 2	 0	 2
ENSG00000100604	0.1917621	CHGA	chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]	2,518713e-04	0,1917621	  22,37123	 2,519313e-11	0,1905930	  1,0772715				 2	 0	 2
ENSG00000100628	0.4802001	ASB2	ankyrin repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:16012]	3,801584e-04	0,4802001	  31,99989	 4,181567e-07	0,4790052	  1,5376305	5,761407e-04	0,4833752	  1,5369101	 3	 3	 6
ENSG00000100985	0.1589902	MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	9,750448e-23	0,1589902	 537,70270	4,684486e-147	0,1585994	 25,7847920	2,972503e-04	0,1592696	 25,7840704	 3	 3	 6
ENSG00000101000	0.5875979	PROCR	protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]	1,224337e-02	0,5875979	  24,90102	 1,503610e-04	0,5862887	  1,1964611	4,124774e-02	0,5898804	  1,1957407	 3	 3	 6
ENSG00000101017	0.3436368	CD40	CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]	4,297249e-13	0,3436368	 108,08485	 5,414018e-25	0,3426209	  5,1895209	4,561559e-04	0,3446689	  5,1888003	 3	 3	 6
ENSG00000101187	0.5573841	SLCO4A1	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]	1,555407e-04	0,5573841	  54,36210	 3,035479e-08	0,5560356	  2,6126628	7,641615e-03	0,5579286	  2,6119423	 3	 3	 6
ENSG00000101203	1.5640394	COL20A1	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]				 3,885447e-02	1,5640394	  0,3885336	2,303015e-02	1,5463889	  0,3892540	 0	 3	 3
ENSG00000101210	0.6139158	EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	2,506776e-06	0,6139158	 107,39694	 1,408407e-10	0,6123670	  5,1679798	1,743530e-03	0,6131050	  5,1672592	 3	 3	 6
ENSG00000101276	0.4950065	SLC52A3	solute carrier family 52 member 3 [Source:HGNC Symbol;Acc:HGNC:16187]	1,306951e-02	0,4950065	  17,48210	 1,347133e-04	0,4935619	  0,8401025	2,020145e-02	0,5010853	  0,8393821	 3	 1	 4
ENSG00000101349	0.6647186	PAK5	p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]				 2,527282e-02	0,6647186	  0,4737330				 3	 1	 4
ENSG00000101470	0.5157588	TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	5,136687e-11	0,5157588	 246,64543	 5,780950e-26	0,5145137	 11,8556562	2,366583e-03	0,5150114	 11,8549353	 3	 3	 6
ENSG00000101892	0.3664444	ATP1B4	ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]	1,376430e-04	0,3664444	  26,69756	 2,531098e-08	0,3655568	  1,2811675	5,177966e-04	0,3732294	  1,2804470	 3	 0	 3
ENSG00000102195	0.5756835	GPR50	G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]	1,244809e-03	0,5756835	  37,00109	 3,943888e-06	0,5737238	  1,7825538	6,553123e-03	0,5762843	  1,7818333	 3	 3	 6
ENSG00000104140	0.6205174	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	1,947874e-02	0,6205174	  24,92779	 3,455181e-04	0,6191298	  1,1984039				 3	 3	 6
ENSG00000104689	0.6661325	TNFRSF10A	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]				 1,311789e-02	0,6661325	  0,6372396				 3	 3	 6
ENSG00000104856	0.5787772	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]	6,054891e-13	0,5787772	 360,05575	 7,588395e-26	0,5772063	 17,3247487	8,076331e-04	0,5774669	 17,3240276	 3	 3	 6
ENSG00000104879	0.4360498	CKM	creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]	1,032366e-09	0,4360498	 159,07767	 3,745488e-25	0,4349929	  7,6393582	8,175463e-03	0,4360293	  7,6386374	 3	 3	 6
ENSG00000105246	0.2237669	EBI3	Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]	1,621866e-05	0,2237669	  23,51897	 1,485659e-10	0,2230859	  1,1280825	1,766153e-04	0,2359843	  1,1273621	 3	 0	 3
ENSG00000105409	0.5790091	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]				 9,266584e-03	0,5790091	  0,5239295				 3	 1	 4
ENSG00000105499	0.6662120	PLA2G4C	phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]	6,674659e-05	0,6662120	  93,60898	 2,298578e-08	0,6638416	  4,5211392	4,273194e-03	0,6644832	  4,5204186	 3	 3	 6
ENSG00000105967	1.5022264	TFEC	transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754]	1,336692e-06	1,5022264	 159,95005							 3	 3	 6
ENSG00000105974	0.4872966	CAV1	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]	2,951660e-13	0,4872966	 158,13846	 2,832978e-21	0,4859634	  7,6003375	4,641147e-05	0,4868302	  7,5996168	 3	 3	 6
ENSG00000106341	2.6850491	PPP1R17	protein phosphatase 1 regulatory subunit 17 [Source:HGNC Symbol;Acc:HGNC:16973]	3,799515e-03	2,6850491	  23,82461	 1,734271e-07	2,6743733	  1,1349055				 1	 2	 3
ENSG00000106366	0.3589537	SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	1,288711e-12	0,3589537	 178,38411	 2,629151e-34	0,3580597	  8,5607769	5,772613e-03	0,3592462	  8,5600561	 3	 3	 6
ENSG00000107105	1.6110074	ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]				 1,760425e-02	1,6110074	  0,4485532				 0	 2	 2
ENSG00000107611	1.9917325	CUBN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]				 4,451136e-40	1,9917325	 22,3636933				 3	 3	 6
ENSG00000107736	1.5228104	CDH23	cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]	6,511777e-07	1,5228104	 150,59885	 5,728895e-11	1,5174136	  7,1478834	1,575551e-03	1,5165844	  7,1486034	 3	 3	 6
ENSG00000107831	1.6031658	FGF8	fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686]	6,969384e-03	1,6031658	  31,12030	 1,450839e-04	1,5969427	  1,4781064	1,292520e-02	1,5916021	  1,4788267	 3	 3	 6
ENSG00000108244	0.3028128	KRT23	keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]	6,243064e-05	0,3028128	  28,51080	 4,819672e-10	0,3024362	  1,3661706	5,792147e-03	0,3110950	  1,3654502	 3	 0	 3
ENSG00000108691	0.4560198	CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	5,424401e-21	0,4560198	 434,04992	 7,073116e-46	0,4548414	 20,8484126	3,923619e-04	0,4551961	 20,8476912	 3	 3	 6
ENSG00000109321	0.3737082	AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	2,036861e-04	0,3737082	  28,30757	 1,848714e-08	0,3729292	  1,3574092	5,574959e-03	0,3800128	  1,3566888	 3	 0	 3
ENSG00000109854	0.5471135	HTATIP2	HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]	9,357204e-03	0,5471135	  21,47702	 1,275632e-04	0,5459003	  1,0319924	8,666982e-03	0,5508754	  1,0312720	 3	 3	 6
ENSG00000110436	1.5120178	SLC1A2	solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]				 5,395869e-03	1,5120178	  0,7816639				 3	 3	 6
ENSG00000110848	0.3066832	CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	2,802434e-03	0,3066832	  15,15921	 4,057251e-06	0,3061958	  0,7267654	1,294904e-02	0,3221365	  0,7260450	 2	 0	 2
ENSG00000110944	0.6547429	IL23A	interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]				 3,598675e-02	0,6547429	  0,4082794				 2	 0	 2
ENSG00000111046	0.6474816	MYF6	myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]	1,641210e-02	0,6474816	  25,99943	 6,347487e-04	0,6459557	  1,2516838	1,257457e-02	0,6485029	  1,2509634	 3	 3	 6
ENSG00000111341	0.3572100	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	6,602015e-12	0,3572100	2283,06307	5,718356e-133	0,3563767	109,5305044	6,371678e-04	0,3564701	109,5297789	 3	 3	 6
ENSG00000111348	0.5036009	ARHGDIB	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	3,147641e-06	0,5036009	  64,35556	 9,886386e-11	0,5023354	  3,0921705	7,812368e-04	0,5043317	  3,0914500	 3	 3	 6
ENSG00000111783	1.5488540	RFX4	regulatory factor X4 [Source:HGNC Symbol;Acc:HGNC:9985]				 2,118187e-02	1,5488540	  0,5310412				 1	 3	 4
ENSG00000113492	1.7824534	AGXT2	alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412]				 1,109132e-02	1,7824534	  0,4318949				 1	 2	 3
ENSG00000113722	0.3570948	CDX1	caudal type homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1805]	8,945956e-03	0,3570948	  14,76986	 2,296310e-05	0,3561563	  0,7088890	3,217355e-02	0,3702913	  0,7081686	 2	 0	 2
ENSG00000113763	0.6357597	UNC5A	unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]	3,056142e-02	0,6357597	  18,51426	 1,739676e-03	0,6338574	  0,8921382	5,876681e-03	0,6376582	  0,8914178	 3	 3	 6
ENSG00000114529	0.6528474	C3orf52	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	1,173763e-02	0,6528474	  31,08210	 3,009491e-04	0,6510369	  1,4982087	2,186466e-02	0,6531091	  1,4974883	 3	 3	 6
ENSG00000114854	0.5885148	TNNC1	troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]	3,265135e-09	0,5885148	 214,04407	 2,971667e-18	0,5869470	 10,3005669	2,695954e-03	0,5873659	 10,2998461	 3	 3	 6
ENSG00000115009	0.5579460	CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	1,629860e-04	0,5579460	  57,43378	 1,212084e-08	0,5559923	  2,7665164	1,564141e-02	0,5577808	  2,7657959	 3	 3	 6
ENSG00000115221	0.5102833	ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]	8,101643e-29	0,5102833	 679,60693	 8,346574e-47	0,5088514	 32,6766802	2,724012e-05	0,5090362	 32,6759584	 3	 3	 6
ENSG00000115593	0.6258431	SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	2,194508e-03	0,6258431	  49,87085	 3,009310e-06	0,6242777	  2,4010000	3,268369e-02	0,6257708	  2,4002795	 3	 3	 6
ENSG00000115665	1.5769692	SLC5A7	solute carrier family 5 member 7 [Source:HGNC Symbol;Acc:HGNC:14025]				 2,371361e-02	1,5769692	  0,4970975				 1	 3	 4
ENSG00000116882	1.8535068	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]				 6,877419e-03	1,8535068	  0,4643100				 1	 2	 3
ENSG00000117226	0.5716292	GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	8,569981e-06	0,5716292	  78,61337	 5,653552e-10	0,5699204	  3,7837963	2,107132e-03	0,5711512	  3,7830758	 3	 3	 6
ENSG00000117834	1.8334411	SLC5A9	solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146]				 2,411723e-08	1,8334411	  2,5106465				 3	 3	 6
ENSG00000118503	0.5405143	TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	2,170582e-15	0,5405143	 392,34673	 1,525559e-31	0,5390809	 18,8635226	6,446287e-04	0,5393638	 18,8628014	 3	 3	 6
