ENSID	RatiosMoys_.d42._vs_.d22.	Symbol	Description	pval_DEseq2	RatiosMoys_.d42._vs_.d22.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d42._vs_.d22.	Delta_edgeR	pval_Voom	RatiosMoys_.d42._vs_.d22.	Delta_Voom	Flags_.d22.	Flags_.d42.	Flags_tot
ENSG00000003989	5.608487e-01	SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	 1,232487e-14	5,608487e-01	2,496891e+02	 8,142839e-25	5,681059e-01	  11,6242411	3,512964e-04	5,686100e-01	  11,6200443	 3	 3	 6
ENSG00000004399	5.460695e-01	PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	 3,605481e-60	5,460695e-01	3,609807e+03	 1,271776e-98	5,521261e-01	 168,8768334	1,224197e-04	5,521630e-01	 168,8726314	 3	 3	 6
ENSG00000004776	8.081154e+00	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	3,900270e-129	8,081154e+00	6,676977e+02	2,232771e-233	8,170660e+00	  32,0630618	1,574586e-06	8,136918e+00	  32,0672565	 3	 3	 6
ENSG00000004799	3.835774e-01	PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	 4,955128e-37	3,835774e-01	3,404828e+02	 8,528620e-57	3,881499e-01	  16,0127377	4,320432e-07	3,888177e-01	  16,0085407	 3	 3	 6
ENSG00000004864	6.332437e-01	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	 1,032411e-14	6,332437e-01	4,022762e+02	 2,590829e-26	6,411572e-01	  18,6344364	5,926064e-04	6,413881e-01	  18,6302394	 3	 3	 6
ENSG00000005059	3.194431e-01	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	 1,983483e-51	3,194431e-01	4,323601e+02	 2,380490e-83	3,231378e-01	  20,3777142	3,037121e-06	3,237652e-01	  20,3735170	 3	 3	 6
ENSG00000005073	4.109416e+00	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	 1,762322e-45	4,109416e+00	2,807397e+02	 1,324508e-77	4,155145e+00	  13,5109826	3,209891e-06	4,140191e+00	  13,5151782	 3	 3	 6
ENSG00000005102	1.518667e+01	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	 1,083201e-24	1,518667e+01	1,016565e+02	 1,046420e-60	1,528866e+01	   4,8796359	1,918382e-04	1,444549e+01	   4,8838321	 0	 3	 3
ENSG00000005108	4.178308e-01	THSD7A	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	3,154383e-127	4,178308e-01	4,986581e+03	9,360892e-200	4,228200e-01	 234,2352820	9,029064e-06	4,228612e-01	 234,2310768	 3	 3	 6
ENSG00000005189	1.813978e+00	REXO5	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	 1,398399e-03	1,813978e+00	3,254651e+01	 1,456514e-06	1,837638e+00	   1,5863246	5,145863e-03	1,830327e+00	   1,5905209	 3	 3	 6
ENSG00000005243	1.701321e+00	COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	 7,932639e-10	1,701321e+00	1,339639e+02	 1,738470e-15	1,720350e+00	   6,5234632	2,296128e-05	1,719088e+00	   6,5276592	 3	 3	 6
ENSG00000005249	2.766151e+00	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]	 4,445019e-55	2,766151e+00	8,072994e+02	1,212951e-123	2,800573e+00	  38,9792858	3,474238e-05	2,798961e+00	  38,9834800	 3	 3	 6
ENSG00000005471	2.446186e+00	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	 3,124560e-11	2,446186e+00	9,087741e+01	 5,535210e-20	2,474702e+00	   4,3907139	2,607580e-05	2,465417e+00	   4,3949101	 3	 3	 6
ENSG00000005884	4.965617e-01	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	 6,746791e-65	4,965617e-01	5,337490e+03	1,153102e-138	5,024538e-01	 249,8702404	4,110937e-05	5,024837e-01	 249,8660352	 3	 3	 6
ENSG00000005961	1.832889e+00	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	 3,504431e-07	1,832889e+00	8,661170e+01	 8,559967e-13	1,851738e+00	   4,2032211	1,114444e-03	1,848851e+00	   4,2074173	 3	 3	 6
ENSG00000006016	1.513177e+00	CRLF1	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	 7,815288e-03	1,513177e+00	3,239360e+01	 1,105851e-04	1,530058e+00	   1,5858527	6,430498e-03	1,527629e+00	   1,5900490	 3	 3	 6
ENSG00000006118	6.220798e-01	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	 2,693538e-51	6,220798e-01	1,706819e+03	 2,829393e-53	6,294988e-01	  79,2857435	1,164442e-08	6,295560e-01	  79,2815448	 3	 3	 6
ENSG00000006283	4.269208e+00	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	6,685199e-178	4,269208e+00	1,531859e+03	3,441354e-289	4,319356e+00	  73,7187929	6,875518e-07	4,316300e+00	  73,7229853	 3	 3	 6
ENSG00000006327	3.327647e+00	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 7,361344e-53	3,327647e+00	6,078379e+02	6,772809e-121	3,366368e+00	  29,2682951	9,684083e-05	3,362557e+00	  29,2724899	 3	 3	 6
ENSG00000006459	6.555175e-01	KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	 1,992446e-07	6,555175e-01	1,274872e+02	 7,541764e-11	6,636685e-01	   5,8957769	1,383879e-04	6,643239e-01	   5,8915803	 3	 3	 6
ENSG00000006468	5.180944e+00	ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	1,325771e-101	5,180944e+00	7,577723e+02	5,605398e-202	5,235283e+00	  36,4299442	1,146334e-05	5,225098e+00	  36,4341386	 3	 3	 6
ENSG00000006555	3.700087e-01	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 8,485255e-10	3,700087e-01	7,149077e+01	 1,168720e-17	3,741344e-01	   3,3660734	6,066628e-05	3,774298e-01	   3,3618769	 3	 3	 6
ENSG00000006638	3.278824e-01	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	 1,381803e-33	3,278824e-01	2,702469e+02	 5,915903e-56	3,314458e-01	  12,7446144	1,279866e-05	3,324269e-01	  12,7404175	 3	 3	 6
ENSG00000006740	1.516062e+00	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]				 9,879622e-12	1,516062e+00	   6,4374463	4,930115e-04	1,515500e+00	   6,4416423	 3	 3	 6
ENSG00000006747	2.742967e+00	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 4,499316e-67	2,742967e+00	8,576801e+02	7,378918e-127	2,774064e+00	  41,3717144	1,586284e-05	2,772592e+00	  41,3759085	 3	 3	 6
ENSG00000007062	3.475315e+00	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 4,919825e-45	3,475315e+00	3,706385e+02	 3,890637e-86	3,519744e+00	  17,8559590	2,173304e-05	3,512632e+00	  17,8601544	 3	 3	 6
ENSG00000007171	2.628644e-01	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 1,331582e-06	2,628644e-01	4,049979e+01	 2,054773e-15	2,649399e-01	   1,9215753	1,273201e-02	2,725910e-01	   1,9173789	 3	 0	 3
ENSG00000007174	6.497017e-01	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	 1,069574e-04	6,497017e-01	6,660025e+01	 3,996927e-07	6,574672e-01	   3,0845181	6,340318e-04	6,587565e-01	   3,0803216	 3	 3	 6
ENSG00000007216	3.083221e-02	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,951488e-33	3,083221e-02	1,674397e+02	3,482672e-100	3,120152e-02	   7,9276920	1,772035e-04	3,427855e-02	   7,9234953	 3	 0	 3
ENSG00000007237	4.482664e+00	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	1,574680e-133	4,482664e+00	9,352071e+02	4,252390e-216	4,535355e+00	  44,9981447	6,834090e-07	4,529659e+00	  45,0023387	 3	 3	 6
ENSG00000007264	2.416664e+01	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 1,348137e-09	2,416664e+01	3,587427e+01	 3,039059e-27	2,457541e+01	   1,7235628	8,244368e-04	1,921833e+01	   1,7277591	 0	 3	 3
ENSG00000007341	1.508376e+00	ST7L	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	 3,188923e-11	1,508376e+00	2,191012e+02	 4,147603e-17	1,526148e+00	  10,7455877	1,701520e-05	1,525794e+00	  10,7497834	 3	 3	 6
ENSG00000007350	7.742531e+00	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 2,126676e-05	7,742531e+00	1,901335e+01	 9,548321e-12	7,866446e+00	   0,9123412	5,303133e-03	6,928548e+00	   0,9165376	 0	 2	 2
ENSG00000007402	1.658664e+00	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	 1,961108e-18	1,658664e+00	4,990499e+02	 1,451503e-37	1,676602e+00	  24,3112915	5,896683e-04	1,676310e+00	  24,3154864	 3	 3	 6
ENSG00000007968	3.205203e+00	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 2,084493e-21	3,205203e+00	1,570968e+02	 5,501677e-40	3,243910e+00	   7,5772359	8,943114e-05	3,230799e+00	   7,5814318	 3	 3	 6
ENSG00000008086	1.836702e+00	CDKL5	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]	 1,642480e-19	1,836702e+00	2,830120e+02	 1,455725e-31	1,859673e+00	  13,7699519	1,119467e-05	1,858770e+00	  13,7741475	 3	 3	 6
ENSG00000008118	2.564295e+00	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 3,052434e-11	2,564295e+00	1,002371e+02	 1,928180e-22	2,588982e+00	   4,8359994	7,864510e-04	2,579088e+00	   4,8401955	 3	 3	 6
ENSG00000008196	2.045256e-01	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 1,482857e-17	2,045256e-01	1,185240e+02	 2,940550e-41	2,071781e-01	   5,5887964	1,170965e-03	2,102078e-01	   5,5845997	 3	 2	 5
ENSG00000008226	5.760053e-01	DLEC1	DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]	 7,255669e-14	5,760053e-01	2,333192e+02	 1,907028e-22	5,831201e-01	  10,8653749	2,473734e-04	5,836282e-01	  10,8611781	 3	 3	 6
ENSG00000008323	5.940833e-01	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	 1,880278e-06	5,940833e-01	8,379117e+01	 4,142294e-10	6,008401e-01	   3,9045403	3,387993e-04	6,021528e-01	   3,9003438	 3	 3	 6
ENSG00000008394	4.561851e-01	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	 1,604443e-14	4,561851e-01	1,440392e+02	 3,208837e-23	4,616844e-01	   6,7546603	7,472519e-06	4,629488e-01	   6,7504637	 3	 3	 6
ENSG00000008441	3.626399e+01	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 0,000000e+00	3,626399e+01	3,865609e+03	 0,000000e+00	3,668292e+01	 185,4001464	4,861552e-08	3,653513e+01	 185,4043332	 3	 3	 6
ENSG00000008513	6.309908e-01	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	 2,569729e-36	6,309908e-01	1,458286e+03	 1,656087e-48	6,382845e-01	  67,7413479	2,037877e-05	6,383489e-01	  67,7371496	 3	 3	 6
ENSG00000008517	2.920355e+00	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 1,043755e-52	2,920355e+00	4,350530e+02	 3,964582e-82	2,953820e+00	  20,9791399	2,023364e-07	2,950264e+00	  20,9833351	 3	 3	 6
ENSG00000008735	6.530084e-01	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	 6,563318e-05	6,530084e-01	8,787957e+01	 2,663570e-08	6,615453e-01	   4,0593455	1,015536e-02	6,625065e-01	   4,0551490	 3	 3	 6
ENSG00000009413	1.501842e+00	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]				 2,823304e-24	1,501842e+00	  19,3001781	9,984180e-05	1,501668e+00	  19,3043732	 3	 3	 6
ENSG00000009694	2.798195e+00	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 4,812847e-11	2,798195e+00	8,792636e+01	 5,597718e-23	2,837757e+00	   4,2510275	9,144052e-04	2,822453e+00	   4,2552236	 3	 3	 6
ENSG00000009709	2.115206e+01	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 1,699867e-17	2,115206e+01	7,973055e+01	 5,137477e-54	2,143553e+01	   3,8342277	4,295714e-03	1,933466e+01	   3,8384239	 0	 3	 3
ENSG00000009765	2.344601e-01	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 1,463613e-22	2,344601e-01	1,294661e+02	 1,145787e-40	2,373569e-01	   6,1083269	9,752357e-07	2,399427e-01	   6,1041303	 3	 3	 6
ENSG00000009950	4.686616e-01	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	 4,689558e-28	4,686616e-01	3,862616e+02	 9,375504e-48	4,738647e-01	  18,1277246	6,069238e-05	4,743180e-01	  18,1235275	 3	 3	 6
ENSG00000010292	1.664476e+00	NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]	 7,630762e-38	1,664476e+00	9,312425e+02	 1,346480e-53	1,684617e+00	  45,4618999	5,786844e-06	1,684456e+00	  45,4660934	 3	 3	 6
ENSG00000010318	6.045559e-01	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	 1,601367e-04	6,045559e-01	5,890469e+01	 1,360642e-07	6,117160e-01	   2,7428285	7,886515e-03	6,134989e-01	   2,7386321	 3	 3	 6
ENSG00000010319	5.056389e-01	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	 3,723999e-67	5,056389e-01	2,381149e+03	4,772231e-108	5,113441e-01	 111,5641143	1,870454e-05	5,114090e-01	 111,5599140	 3	 3	 6
ENSG00000010379	4.579967e-01	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	 1,594984e-40	4,579967e-01	7,046207e+02	 1,560811e-75	4,634765e-01	  33,0409474	6,752533e-05	4,637338e-01	  33,0367498	 3	 3	 6
ENSG00000010610	4.367952e-01	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	 5,049233e-23	4,367952e-01	3,398373e+02	 1,190291e-47	4,423211e-01	  15,9342190	4,744098e-04	4,428916e-01	  15,9300220	 3	 3	 6
ENSG00000010704	2.377863e+00	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	 1,097382e-10	2,377863e+00	9,066017e+01	 1,613593e-19	2,408331e+00	   4,3880792	1,397532e-04	2,399915e+00	   4,3922753	 3	 3	 6
ENSG00000010810	5.255432e-01	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	 1,629313e-76	5,255432e-01	2,418517e+03	 2,602424e-98	5,315653e-01	 113,1665940	3,007242e-06	5,316248e-01	 113,1623938	 3	 3	 6
ENSG00000010818	2.168149e+00	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	 1,026812e-32	2,168149e+00	4,011186e+02	 1,327179e-53	2,193526e+00	  19,4270849	1,861402e-05	2,192193e+00	  19,4312802	 3	 3	 6
ENSG00000011052	1.591349e+00	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]	 7,250967e-38	1,591349e+00	1,434736e+03	 3,842353e-54	1,610399e+00	  70,1610888	5,193986e-06	1,610320e+00	  70,1652806	 3	 3	 6
ENSG00000011083	3.268742e-01	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 1,395806e-14	3,268742e-01	1,093115e+02	 2,264246e-27	3,307124e-01	   5,1553971	2,675169e-04	3,331382e-01	   5,1512005	 3	 3	 6
ENSG00000011201	5.687643e-01	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	 9,724312e-39	5,687643e-01	7,911573e+02	 3,422676e-52	5,754324e-01	  36,9172801	8,626535e-06	5,755867e-01	  36,9130825	 3	 3	 6
ENSG00000011332	1.707953e+00	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	 1,599264e-03	1,707953e+00	3,539962e+01	 3,555409e-06	1,726305e+00	   1,7223412	4,808570e-03	1,721464e+00	   1,7265375	 3	 3	 6
ENSG00000011422	2.621580e+00	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	 1,427094e-11	2,621580e+00	8,539320e+01	 7,916723e-21	2,654641e+00	   4,1262345	9,071405e-06	2,642017e+00	   4,1304307	 3	 3	 6
ENSG00000011426	2.710704e+00	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 7,016783e-46	2,710704e+00	4,355725e+02	 5,362121e-76	2,744232e+00	  21,0385042	6,002954e-06	2,741443e+00	  21,0426995	 3	 3	 6
ENSG00000011465	6.256916e+00	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 0,000000e+00	6,256916e+00	1,236175e+04	 0,000000e+00	6,326702e+00	 593,9976033	1,475779e-07	6,325701e+00	 594,0017679	 3	 3	 6
ENSG00000011677	4.653922e+00	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	 1,777925e-06	4,653922e+00	3,050766e+01	 1,154628e-14	4,728840e+00	   1,4706521	4,987179e-03	4,544225e+00	   1,4748484	 0	 3	 3
ENSG00000012048	2.333026e+00	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 6,314963e-22	2,333026e+00	2,238232e+02	 9,034767e-38	2,360971e+00	  10,8297238	4,424947e-05	2,357791e+00	  10,8339196	 3	 3	 6
ENSG00000012171	3.073590e-01	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	 0,000000e+00	3,073590e-01	8,023846e+03	 0,000000e+00	3,110099e-01	 378,1696358	4,929024e-09	3,110448e-01	 378,1654244	 3	 3	 6
ENSG00000012822	5.863571e-01	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]	 4,361489e-56	5,863571e-01	2,065703e+03	 1,215843e-68	5,931490e-01	  96,2861447	4,860543e-06	5,932041e-01	  96,2819453	 3	 3	 6
ENSG00000013016	2.962810e+00	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	 1,183001e-43	2,962810e+00	3,733288e+02	 1,781613e-74	2,998596e+00	  18,0033236	3,822462e-06	2,994251e+00	  18,0075190	 3	 3	 6
ENSG00000013293	1.184869e+01	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	 5,661215e-72	1,184869e+01	3,123574e+02	9,339836e-144	1,196947e+01	  14,9952556	4,088621e-06	1,180087e+01	  14,9994512	 3	 3	 6
ENSG00000013297	6.382951e+00	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	 0,000000e+00	6,382951e+00	8,383984e+03	 0,000000e+00	6,456761e+00	 402,9321404	5,010858e-07	6,455213e+00	 402,9363153	 3	 3	 6
ENSG00000013588	4.712464e-01	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	 2,542201e-61	4,712464e-01	1,544399e+03	4,219467e-109	4,766853e-01	  72,4296284	1,527529e-05	4,767977e-01	  72,4254294	 3	 3	 6
ENSG00000013619	7.071837e+00	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	7,612169e-120	7,071837e+00	6,392407e+02	5,862757e-212	7,157497e+00	  30,7210731	1,708842e-06	7,131635e+00	  30,7252679	 3	 3	 6
ENSG00000013810	1.943526e+00	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	 1,931296e-38	1,943526e+00	6,211662e+02	 2,693217e-61	1,967546e+00	  30,1751872	8,352141e-06	1,967007e+00	  30,1793818	 3	 3	 6
ENSG00000014257	5.342611e-01	ACP3	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]	 1,165548e-08	5,342611e-01	1,266688e+02	 2,367791e-16	5,412869e-01	   5,9031364	3,537337e-03	5,423856e-01	   5,8989398	 3	 3	 6
ENSG00000014914	1.827561e+00	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	 2,954042e-17	1,827561e+00	3,164725e+02	 1,310296e-33	1,846379e+00	  15,3581545	5,031138e-04	1,845597e+00	  15,3623499	 3	 3	 6
ENSG00000015285	4.631433e-01	WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	 1,213441e-04	4,631433e-01	3,899095e+01	 1,136249e-08	4,692244e-01	   1,8235203	5,883354e-03	4,737739e-01	   1,8193238	 3	 3	 6
ENSG00000015413	2.467046e-01	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	 6,202493e-85	2,467046e-01	8,318571e+02	3,854951e-174	2,494051e-01	  39,2837597	1,901107e-05	2,497968e-01	  39,2795617	 3	 3	 6
ENSG00000016082	1.421356e+01	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	 1,077901e-07	1,421356e+01	2,803195e+01	 9,374642e-20	1,438110e+01	   1,3476666	7,566373e-03	1,204084e+01	   1,3518629	 0	 2	 2
ENSG00000016391	1.776190e+00	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	 9,020812e-09	1,776190e+00	1,745336e+02	 4,277683e-21	1,800722e+00	   8,5183218	4,599690e-03	1,799484e+00	   8,5225177	 3	 3	 6
ENSG00000017260	4.915168e-01	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	 3,738346e-92	4,915168e-01	2,357370e+03	6,958054e-115	4,974140e-01	 110,3803707	2,137143e-07	4,974828e-01	 110,3761704	 3	 3	 6
