ENSID	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_Voom	Flags_.MT1_PMO.	Flags_.MT1_SC.	Flags_tot
ENSG00000136535	0.6408507	TBR1	T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]				6,546357e-17	0,6408507	10,0029169				 3	 3	 6
ENSG00000137265	0.6174163	IRF4	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]				8,538942e-03	0,6174163	 0,5359297	2,009162e-02	0,6251381	 0,5334696	 3	 1	 4
ENSG00000145623	0.6632502	OSMR	oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]	9,853765e-08	0,6632502	 158,193251	1,462586e-11	0,6619204	 7,4548855	2,870310e-04	0,6623733	 7,4524252	 3	 3	 6
ENSG00000147256	0.5678177	ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]	1,847120e-02	0,5678177	  27,943506	5,283030e-05	0,5670035	 1,3141376				 3	 3	 6
ENSG00000147485	0.5979460	PXDNL	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]				8,732532e-03	0,5979460	 0,5366621	1,919753e-02	0,6063633	 0,5342020	 3	 1	 4
ENSG00000149124	1.5346040	GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	8,117145e-04	1,5346040	  67,496788	8,862523e-07	1,5313597	 3,1499656	1,954413e-02	1,5297823	 3,1524255	 3	 3	 6
ENSG00000151655	1.5993275	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]				7,219661e-03	1,5993275	 0,5634671	4,986048e-02	1,5880015	 0,5659271	 2	 3	 5
ENSG00000151790	0.6556877	TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	6,102115e-03	0,6556877	  38,334167	4,920514e-05	0,6541556	 1,8076846	2,330968e-02	0,6560930	 1,8052245	 3	 3	 6
ENSG00000152822	0.5631584	GRM1	glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593]	4,338198e-02	0,5631584	  12,824909	1,740101e-03	0,5615063	 0,6044391	1,329049e-02	0,5702413	 0,6019791	 3	 1	 4
ENSG00000152969	0.5979209	JAKMIP1	janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]	8,615191e-03	0,5979209	  24,725051	1,328214e-04	0,5963976	 1,1650032	4,016277e-03	0,6003365	 1,1625431	 3	 3	 6
ENSG00000153266	0.6253941	FEZF2	FEZ family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13506]				2,559060e-09	0,6253941	 3,6368035				 3	 3	 6
ENSG00000154478	0.6045109	GPR26	G protein-coupled receptor 26 [Source:HGNC Symbol;Acc:HGNC:4481]				2,964368e-03	0,6045109	 0,7160666				 3	 2	 5
ENSG00000157601	0.6230117	MX1	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]				6,733121e-09	0,6230117	 4,3076069				 3	 3	 6
ENSG00000158516	1.7241322	CPA2	carboxypeptidase A2 [Source:HGNC Symbol;Acc:HGNC:2297]				3,836327e-04	1,7241322	 0,8541147				 2	 1	 3
ENSG00000159216	0.6575788	RUNX1	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	1,468351e-06	0,6575788	 155,907790	6,510309e-12	0,6559287	 7,3538927	3,138638e-03	0,6564022	 7,3514324	 3	 3	 6
ENSG00000159648	1.6011482	TEPP	testis, prostate and placenta expressed [Source:HGNC Symbol;Acc:HGNC:33745]				2,531440e-02	1,6011482	 0,3929219	2,432291e-03	1,5849605	 0,3953819	 0	 2	 2
ENSG00000160255	1.5217866	ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	4,859467e-02	1,5217866	  20,737131	2,302649e-03	1,5193885	 0,9692234				 3	 3	 6
ENSG00000160862	1.6938478	AZGP1	alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]	1,386789e-03	1,6938478	  35,174470	1,242900e-05	1,6906347	 1,6436900	6,654037e-04	1,6852496	 1,6461499	 3	 3	 6
ENSG00000162366	0.6570759	PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]				1,352583e-02	0,6570759	 0,5237722	2,262260e-02	0,6635966	 0,5213122	 3	 2	 5
ENSG00000163508	0.6043265	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]				2,475028e-08	0,6043265	 2,9261409				 3	 3	 6
ENSG00000163630	0.5252577	SYNPR	synaptoporin [Source:HGNC Symbol;Acc:HGNC:16507]				4,171232e-03	0,5252577	 0,4859563	4,483372e-02	0,5377286	 0,4834962	 2	 0	 2
ENSG00000163739	0.6525625	CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	1,585127e-02	0,6525625	  29,622726	4,015491e-04	0,6514471	 1,3948489	3,170851e-02	0,6539893	 1,3923888	 3	 3	 6
ENSG00000164188	0.5975348	RANBP3L	RAN binding protein 3 like [Source:HGNC Symbol;Acc:HGNC:26353]	6,863460e-04	0,5975348	  48,083942	9,777709e-07	0,5964568	 2,2632549	7,342103e-03	0,5984914	 2,2607948	 3	 3	 6
ENSG00000164266	1.6253187	SPINK1	serine peptidase inhibitor Kazal type 1 [Source:HGNC Symbol;Acc:HGNC:11244]				9,830082e-05	1,6253187	 1,3173108				 3	 3	 6
ENSG00000164600	0.2841442	NEUROD6	neuronal differentiation 6 [Source:HGNC Symbol;Acc:HGNC:13804]	4,907618e-02	0,2841442	  63,211448	5,572714e-22	0,2835636	 2,9726563				 3	 1	 4
ENSG00000165164	1.5478826	CFAP47	cilia and flagella associated protein 47 [Source:HGNC Symbol;Acc:HGNC:26708]				3,469667e-02	1,5478826	 0,4120636				 1	 2	 3
ENSG00000165509	0.5468256	MAGEC3	MAGE family member C3 [Source:HGNC Symbol;Acc:HGNC:23798]				5,452518e-03	0,5468256	 0,5345081				 2	 0	 2
ENSG00000165685	1.5484437	TMEM52B	transmembrane protein 52B [Source:HGNC Symbol;Acc:HGNC:26438]	1,969964e-04	1,5484437	  63,586946	7,286349e-07	1,5451758	 2,9669487	2,131883e-03	1,5434019	 2,9694086	 3	 3	 6
ENSG00000167612	1.5799581	ANKRD33	ankyrin repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:13788]				2,981303e-02	1,5799581	 0,3597759	8,100403e-03	1,5636674	 0,3622359	 0	 2	 2
ENSG00000168398	0.5952760	BDKRB2	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	1,282286e-02	0,5952760	  24,389367	1,796921e-04	0,5941872	 1,1480674	2,576211e-02	0,5982228	 1,1456073	 3	 3	 6
ENSG00000168481	0.6100381	LGI3	leucine rich repeat LGI family member 3 [Source:HGNC Symbol;Acc:HGNC:18711]				3,212692e-02	0,6100381	 0,3381871	1,053654e-02	0,6225769	 0,3357270	 2	 0	 2
ENSG00000168619	1.9042984	ADAM18	ADAM metallopeptidase domain 18 [Source:HGNC Symbol;Acc:HGNC:196]	7,465600e-03	1,9042984	  19,291428	8,143713e-05	1,9009121	 0,9020539	1,573436e-03	1,8836936	 0,9045139	 3	 3	 6
ENSG00000169245	0.3716242	CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	1,273798e-03	0,3716242	  19,439894	1,059149e-06	0,3710496	 0,9134267	1,152173e-03	0,3822264	 0,9109666	 3	 0	 3
ENSG00000169429	0.5698172	CXCL8	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	4,287039e-03	0,5698172	  30,744286	1,632165e-05	0,5683880	 1,4478297	1,526878e-02	0,5719660	 1,4453696	 3	 3	 6
ENSG00000169715	2.8153985	MT1E	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]	4,392636e-21	2,8153985	 192,890357	1,508003e-37	2,8106131	 9,0312032	6,420471e-05	2,8030477	 9,0336628	 3	 3	 6
ENSG00000170629	0.6622199	DPY19L2P2	DPY19L2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21764]				1,262929e-02	0,6622199	 0,6223276				 3	 3	 6
ENSG00000171532	0.5251279	NEUROD2	neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]	1,073927e-02	0,5251279	  32,619265	3,426772e-07	0,5240367	 1,5357113				 3	 3	 6
ENSG00000173702	0.5760851	MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]				1,436294e-07	0,5760851	 1,8814305				 3	 2	 5
ENSG00000175899	0.6311450	A2M	alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]	8,123584e-05	0,6311450	 941,770143	4,697841e-32	0,6296580	44,3867950	3,943636e-03	0,6297474	44,3843334	 3	 3	 6
ENSG00000176165	0.5671369	FOXG1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]				1,048212e-19	0,5671369	 8,2770599				 3	 3	 6
ENSG00000177984	1.9656272	LCN15	lipocalin 15 [Source:HGNC Symbol;Acc:HGNC:33777]				9,322067e-08	1,9656272	 1,9369133				 3	 3	 6
ENSG00000178522	0.4276962	AMBN	ameloblastin [Source:HGNC Symbol;Acc:HGNC:452]				2,406610e-07	0,4276962	 1,0820537				 2	 1	 3
ENSG00000179796	0.6261243	LRRC3B	leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105]	2,240141e-03	0,6261243	  62,439804	8,727081e-08	0,6246150	 2,9441525				 3	 3	 6
ENSG00000181215	0.6350643	C4orf50	chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]	8,188955e-03	0,6350643	  29,208702	1,345037e-04	0,6331533	 1,3783221	5,070261e-03	0,6359680	 1,3758620	 3	 3	 6
ENSG00000181617	0.5385325	FDCSP	follicular dendritic cell secreted protein [Source:HGNC Symbol;Acc:HGNC:19215]	1,376952e-05	0,5385325	  59,061159	3,717765e-09	0,5376454	 2,7776897	3,318195e-04	0,5397627	 2,7752295	 3	 3	 6
ENSG00000181656	0.6080772	GPR88	G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]				3,282172e-02	0,6080772	 0,3654494	2,325055e-02	0,6198052	 0,3629894	 3	 0	 3
ENSG00000182676	0.2594607	PPP1R27	protein phosphatase 1 regulatory subunit 27 [Source:HGNC Symbol;Acc:HGNC:16813]	1,324840e-05	0,2594607	  27,310157	3,169553e-11	0,2587489	 1,2833227	5,933884e-04	0,2695752	 1,2808626	 3	 0	 3
ENSG00000183784	1.9347444	DOCK8-AS1	DOCK8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26436]	8,190860e-03	1,9347444	  18,111263	1,323605e-04	1,9308013	 0,8466227	1,517751e-04	1,9111733	 0,8490826	 2	 3	 5
ENSG00000184156	0.6524806	KCNQ3	potassium voltage-gated channel subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:6297]	1,367188e-03	0,6524806	  75,297427	8,061608e-08	0,6512606	 3,5478761				 3	 3	 6
ENSG00000184206	0.6505117	GOLGA6L4	golgin A6 family like 4 [Source:HGNC Symbol;Acc:HGNC:27256]				9,356692e-03	0,6505117	 0,6190489				 2	 2	 4
ENSG00000184557	0.6631401	SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]	9,459594e-13	0,6631401	 357,898452	5,119433e-19	0,6616818	16,8730665	8,787569e-05	0,6618823	16,8706059	 3	 3	 6
ENSG00000184611	0.6491597	KCNH7	potassium voltage-gated channel subfamily H member 7 [Source:HGNC Symbol;Acc:HGNC:18863]				3,494935e-02	0,6491597	 0,3970430	4,389600e-02	0,6580692	 0,3945830	 3	 1	 4
ENSG00000186766	1.5111668	FOXI2	forkhead box I2 [Source:HGNC Symbol;Acc:HGNC:32448]				1,653636e-02	1,5111668	 0,6075963				 2	 2	 4
ENSG00000186960	0.5800593	LINC01551	long intergenic non-protein coding RNA 1551 [Source:HGNC Symbol;Acc:HGNC:19828]				1,005756e-05	0,5800593	 1,2476333				 2	 1	 3
ENSG00000187193	2.2011051	MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]	9,379680e-18	2,2011051	 240,541363	2,314355e-32	2,1972328	11,2555113	1,714964e-04	2,1946615	11,2579707	 3	 3	 6
ENSG00000187550	0.6613555	SBK2	SH3 domain binding kinase family member 2 [Source:HGNC Symbol;Acc:HGNC:34416]	2,042998e-02	0,6613555	  25,540192	9,792697e-04	0,6602063	 1,2029737	1,415790e-02	0,6630230	 1,2005136	 3	 3	 6
ENSG00000187908	1.5577026	DMBT1	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]				1,441656e-02	1,5577026	 0,4918989				 1	 2	 3
ENSG00000188153	0.5313868	COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	5,693404e-29	0,5313868	 963,195502	1,660893e-53	0,5303109	45,3214016	4,595135e-05	0,5304449	45,3189399	 3	 3	 6
ENSG00000188674	0.5716783	C2orf80	chromosome 2 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:34352]				6,270774e-03	0,5716783	 0,5553610	4,295080e-02	0,5807835	 0,5529009	 3	 1	 4
ENSG00000188859	0.6148314	FAM78B	family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]	1,080379e-02	0,6148314	  25,659788	1,424253e-04	0,6129733	 1,2103407	8,782102e-03	0,6164938	 1,2078806	 3	 3	 6
ENSG00000188869	0.6524240	TMC3	transmembrane channel like 3 [Source:HGNC Symbol;Acc:HGNC:22995]				2,705492e-02	0,6524240	 0,4361388				 3	 1	 4
ENSG00000196136	0.6317338	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	9,050173e-03	0,6317338	  30,716826	1,680641e-04	0,6305128	 1,4464170	2,070428e-02	0,6332299	 1,4439569	 3	 3	 6
ENSG00000196611	0.4665907	MMP1	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]	5,966826e-04	0,4665907	  28,317980	8,151577e-07	0,4657072	 1,3314848	3,300542e-04	0,4714229	 1,3290247	 3	 2	 5
ENSG00000197980	1.6106340	LEKR1	leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]				2,560979e-02	1,6106340	 0,4155405	3,760004e-02	1,5947646	 0,4180005	 1	 2	 3
ENSG00000198010	0.6004511	DLGAP2	DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]				6,864696e-03	0,6004511	 0,4839085				 2	 1	 3
ENSG00000198417	2.6896010	MT1F	metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]	1,026334e-27	2,6896010	 298,213456	5,120839e-49	2,6843705	13,9571617	3,420587e-05	2,6801471	13,9596210	 3	 3	 6
ENSG00000204421	0.6336503	LY6G6C	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]				5,642163e-03	0,6336503	 0,6219077				 2	 2	 4
ENSG00000204802	0.6577254	FAM88C	family with sequence similarity 88 member C [Source:HGNC Symbol;Acc:HGNC:56159]				4,843635e-02	0,6577254	 0,3566445				 2	 0	 2
ENSG00000204837	1.7119998	FGF7P3	fibroblast growth factor 7 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:26671]				4,631959e-03	1,7119998	 0,4866066				 0	 2	 2
ENSG00000205238	0.6414523	SPDYE2	speedy/RINGO cell cycle regulator family member E2 [Source:HGNC Symbol;Acc:HGNC:33841]				4,568586e-02	0,6414523	 0,3573297	1,374086e-02	0,6517116	 0,3548697	 3	 0	 3
ENSG00000205358	2.7811226	MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]	6,326851e-08	2,7811226	 542,138293	7,723839e-78	2,7762302	25,3839331	8,501392e-04	2,7736355	25,3863918	 3	 3	 6
ENSG00000212993	1.6012574	POU5F1B	POU class 5 homeobox 1B [Source:HGNC Symbol;Acc:HGNC:9223]				6,734820e-03	1,6012574	 0,6201798	9,735377e-04	1,5908719	 0,6226398	 3	 3	 6
ENSG00000224023	0.6165109	EDRF1-DT	EDRF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54128]				9,443314e-03	0,6165109	 0,5226465	1,287330e-03	0,6244588	 0,5201865	 3	 0	 3
ENSG00000224076	0.6613420	---	novel transcript				1,348328e-04	0,6613420	 1,3133654				 3	 3	 6
