ENSID	RatiosMoys_.MT1_SC._vs_.WT.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT1_SC._vs_.WT.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT1_SC._vs_.WT.	Delta_edgeR	pval_Voom	RatiosMoys_.MT1_SC._vs_.WT.	Delta_Voom	Flags_.WT.	Flags_.MT1_SC.	Flags_tot
ENSG00000101057	 2.178728276	MYBL2	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]	 4,878497e-30	 2,178728276	  544,788753	 1,461621e-53	 2,177338434	 26,2067188	9,554699e-05	 2,17619642	 26,2085047	 3	 3	 6
ENSG00000101470	 2.102051816	TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	 8,950457e-50	 2,102051816	  897,952586	 5,103822e-65	 2,101739724	 43,2338115	1,651873e-06	 2,10113617	 43,2355966	 3	 3	 6
ENSG00000101638	 2.129633768	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]	 9,428762e-04	 2,129633768	   30,224648	 1,654014e-07	 2,127188191	  1,4530409	1,397574e-02	 2,10868013	  1,4548282	 2	 3	 5
ENSG00000101892	 2.096888541	ATP1B4	ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]	 1,783100e-09	 2,096888541	   91,100110	 8,531273e-15	 2,096461708	  4,3854510	2,896812e-05	 2,09060111	  4,3872381	 3	 3	 6
ENSG00000102924	 0.419059067	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]	 9,063599e-05	 0,419059067	  280,765387	 1,142507e-38	 0,418797695	 13,5302658	1,576732e-02	 0,41945133	 13,5284779	 3	 3	 6
ENSG00000103241	 4.636775853	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]	 8,413082e-20	 4,636775853	  118,708213	 2,754665e-40	 4,631184712	  5,7102168	2,406575e-04	 4,57966531	  5,7120038	 3	 3	 6
ENSG00000104213	 2.052321691	PDGFRL	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]	 6,392755e-08	 2,052321691	   73,827770	 1,025316e-12	 2,051351473	  3,5530150	2,719697e-05	 2,04472938	  3,5548021	 3	 3	 6
ENSG00000106038	 0.140146330	EVX1	even-skipped homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3506]	 2,276039e-04	 0,140146330	   95,743374	 5,268104e-44	 0,139942971	  4,6138522				 3	 0	 3
ENSG00000106511	 2.819459454	MEOX2	mesenchyme homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7014]	 1,723301e-03	 2,819459454	   18,480673	 9,699873e-07	 2,815253694	  0,8879938	9,023685e-03	 2,73678112	  0,8897810	 0	 3	 3
ENSG00000106541	 2.023441538	AGR2	anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]				 1,229713e-19	 2,023441538	  7,5783004				 3	 3	 6
ENSG00000107593	 0.368115834	PKD2L1	polycystin 2 like 1, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9011]	 7,116309e-03	 0,368115834	   13,123666	 3,031950e-05	 0,367576333	  0,6325315	4,614406e-03	 0,38361892	  0,6307442	 2	 0	 2
ENSG00000108387	 2.016354035	SEPTIN4	septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]	 7,540464e-23	 2,016354035	  350,319768	 7,481254e-35	 2,015655874	 16,8597132	5,277905e-05	 2,01435004	 16,8614996	 3	 3	 6
ENSG00000108691	 2.645028357	CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	 5,320834e-18	 2,645028357	  191,787885	 5,520789e-33	 2,644509973	  9,2315119	2,817811e-04	 2,63807830	  9,2332987	 3	 3	 6
ENSG00000109061	 3.045120316	MYH1	myosin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:7567]	 7,207252e-04	 3,045120316	   19,049089	 1,741255e-07	 3,040628734	  0,9160638	2,375963e-03	 2,94441722	  0,9178511	 0	 3	 3
ENSG00000109063	 2.093817001	MYH3	myosin heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:7573]	 2,153779e-62	 2,093817001	10765,051997	4,144498e-112	 2,093200682	518,1617586	2,947507e-05	 2,09315110	518,1635182	 3	 3	 6
ENSG00000110244	 0.474333546	APOA4	apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]				 8,167359e-18	 0,474333546	  5,8418465				 3	 3	 6
ENSG00000111046	 2.037401628	MYF6	myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]	 1,528321e-08	 2,037401628	   87,931038	 8,831016e-14	 2,036020931	  4,2300883	2,690444e-04	 2,03061982	  4,2318754	 3	 3	 6
ENSG00000111331	 2.208646228	OAS3	2-5-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]	 6,501067e-07	 2,208646228	   55,567024	 7,103248e-12	 2,208831374	  2,6765210	2,262532e-05	 2,19713179	  2,6783081	 3	 3	 6
ENSG00000111341	 2.567922720	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	 1,152556e-45	 2,567922720	  528,633522	 1,287456e-66	 2,567246479	 25,4483640	3,698700e-06	 2,56512689	 25,4501500	 3	 3	 6
ENSG00000112183	 2.043395070	RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]	 2,319516e-20	 2,043395070	  310,056021	 1,365583e-32	 2,042728701	 14,9218350	1,221337e-04	 2,04117060	 14,9236215	 3	 3	 6
ENSG00000112186	 2.057023674	CAP2	cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]	 1,082785e-22	 2,057023674	  438,437845	 2,957686e-42	 2,056342464	 21,1005380	2,304416e-04	 2,05520997	 21,1023242	 3	 3	 6
ENSG00000112333	 9.530704907	NR2E1	nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]	 1,253167e-02	 9,530704907	   41,699768	 1,035599e-25	 9,533438253	  2,0110951				 0	 2	 2
ENSG00000112499	 0.496402479	SLC22A2	solute carrier family 22 member 2 [Source:HGNC Symbol;Acc:HGNC:10966]	 9,307940e-03	 0,496402479	   17,714829	 6,393531e-05	 0,496714763	  0,8526279				 3	 1	 4
ENSG00000114529	 2.421443314	C3orf52	chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]	 1,051033e-04	 2,421443314	   35,730826	 6,441357e-10	 2,419973743	  1,7194915	1,015287e-02	 2,39480548	  1,7212787	 2	 3	 5
ENSG00000114854	 2.533440387	TNNC1	troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]	 4,551412e-63	 2,533440387	  873,060192	 6,006035e-89	 2,532780082	 42,0302837	1,837613e-06	 2,53155326	 42,0320688	 3	 3	 6
ENSG00000115009	 2.247402738	CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	 8,532685e-04	 2,247402738	   25,093624	 4,022215e-07	 2,248473274	  1,2095441	2,418015e-03	 2,22116130	  1,2113314	 2	 3	 5
ENSG00000115263	 2.412012443	GCG	glucagon [Source:HGNC Symbol;Acc:HGNC:4191]				 1,149002e-21	 2,412012443	  5,8763708				 2	 3	 5
ENSG00000115593	 2.164999341	SMYD1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	 2,029030e-26	 2,164999341	  304,695471	 1,754243e-35	 2,164454349	 14,6683041	8,721034e-07	 2,16246156	 14,6700906	 3	 3	 6
ENSG00000116882	 0.302055473	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]	 4,569429e-18	 0,302055473	  177,710435	 6,170918e-40	 0,302241651	  8,5575831	8,403419e-04	 0,30370067	  8,5557954	 3	 3	 6
ENSG00000118194	 2.496862898	TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	 2,626689e-62	 2,496862898	 1718,145237	1,590537e-113	 2,495514309	 82,6761634	3,261585e-05	 2,49492111	 82,6779464	 3	 3	 6
ENSG00000118322	 0.494937969	ATP10B	ATPase phospholipid transporting 10B (putative) [Source:HGNC Symbol;Acc:HGNC:13543]	 2,850074e-06	 0,494937969	   61,814666	 4,764195e-11	 0,495012820	  2,9774244	1,250659e-03	 0,49728823	  2,9756369	 3	 3	 6
ENSG00000118729	 2.178385507	CASQ2	calsequestrin 2 [Source:HGNC Symbol;Acc:HGNC:1513]	 8,589542e-25	 2,178385507	  333,252696	 5,299401e-38	 2,177944312	 16,0425148	4,381994e-05	 2,17607799	 16,0443013	 3	 3	 6
ENSG00000119125	 2.115042912	GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	 1,928113e-02	 2,115042912	   13,198647	 3,682520e-04	 2,113296441	  0,6345816	8,258479e-03	 2,07289203	  0,6363689	 0	 2	 2
ENSG00000119919	 7.053462604	NKX2-3	NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]	 1,267033e-08	 7,053462604	   35,298734	 5,673302e-20	 7,056789075	  1,7004298	1,042677e-03	 6,60161822	  1,7022171	 0	 3	 3
ENSG00000120729	 2.623028604	MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	 2,830074e-26	 2,623028604	  295,391157	 9,406347e-45	 2,621296405	 14,2112009	9,515630e-05	 2,61723241	 14,2129874	 3	 3	 6
ENSG00000121075	 6.326594436	TBX4	T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]	 7,506676e-10	 6,326594436	   42,508743	 5,939805e-22	 6,318240610	  2,0448567	5,042053e-04	 6,02083119	  2,0466440	 0	 3	 3
ENSG00000122180	 2.230039408	MYOG	myogenin [Source:HGNC Symbol;Acc:HGNC:7612]	 5,522349e-61	 2,230039408	 1466,569817	 1,126516e-87	 2,229546440	 70,6011882	5,216013e-06	 2,22908242	 70,6029718	 3	 3	 6
ENSG00000123329	 2.583817072	ARHGAP9	Rho GTPase activating protein 9 [Source:HGNC Symbol;Acc:HGNC:14130]	 4,578464e-05	 2,583817072	   31,368716	 1,312370e-09	 2,583857298	  1,5109672	3,193047e-04	 2,54819078	  1,5127545	 2	 3	 5
ENSG00000123338	 0.404194130	NCKAP1L	NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]	 3,763025e-03	 0,404194130	   16,544762	 1,063703e-05	 0,404474349	  0,7963905	5,441998e-04	 0,41591411	  0,7946031	 3	 0	 3
ENSG00000124205	 2.564767022	EDN3	endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]	 2,248487e-14	 2,564767022	  138,958416	 6,853176e-26	 2,563256060	  6,6870461	5,575839e-04	 2,55526362	  6,6888331	 3	 3	 6
ENSG00000124491	 2.859334013	F13A1	coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]	 3,292226e-07	 2,859334013	   44,033785	 9,744713e-14	 2,859819760	  2,1213081	3,128111e-05	 2,82438745	  2,1230953	 3	 3	 6
ENSG00000124875	 4.366437123	CXCL6	C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]	 6,120090e-04	 4,366437123	   16,915909	 2,218274e-08	 4,367273632	  0,8144602	1,605979e-02	 4,08009721	  0,8162475	 0	 2	 2
ENSG00000125144	 0.445638936	MT1G	metallothionein 1G [Source:HGNC Symbol;Acc:HGNC:7399]	 2,067279e-40	 0,445638936	 1533,206927	 2,568890e-89	 0,445880084	 73,8157785	1,215666e-04	 0,44598970	 73,8139879	 3	 3	 6
ENSG00000125148	 0.470226526	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	 1,121183e-29	 0,470226526	  588,648075	 7,246975e-54	 0,470383212	 28,3456120	1,271328e-04	 0,47064539	 28,3438234	 3	 3	 6
ENSG00000125414	 4.303978633	MYH2	myosin heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:7572]	 2,052464e-18	 4,303978633	  111,492765	 3,870931e-37	 4,305575214	  5,3714410	1,747259e-04	 4,26026438	  5,3732281	 3	 3	 6
ENSG00000125492	 0.331941487	BARHL1	BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]	 6,824579e-08	 0,331941487	   59,863246	 1,844312e-17	 0,331939151	  2,8825706	3,735964e-03	 0,33591354	  2,8807832	 3	 2	 5
ENSG00000125730	 4.433696944	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	 4,599920e-82	 4,433696944	  956,213330	5,832884e-176	 4,435855752	 46,0821584	3,949673e-05	 4,43007318	 46,0839434	 3	 3	 6
ENSG00000125931	 2.099868227	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]	 1,674089e-04	 2,099868227	   35,194216	 3,535815e-08	 2,098479100	  1,6926945	9,902179e-04	 2,08337594	  1,6944818	 3	 3	 6
ENSG00000126231	 0.452827922	PROZ	protein Z, vitamin K dependent plasma glycoprotein [Source:HGNC Symbol;Acc:HGNC:9460]	 1,282636e-02	 0,452827922	   14,691768	 7,745666e-05	 0,452600950	  0,7079083	1,512311e-02	 0,46357797	  0,7061209	 3	 0	 3
ENSG00000126778	 2.266612431	SIX1	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]	 6,083226e-22	 2,266612431	  304,922542	 8,353839e-38	 2,265573054	 14,6720352	1,848139e-04	 2,26320675	 14,6738217	 3	 3	 6
ENSG00000127329	 2.254328372	PTPRB	protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]	 1,203811e-04	 2,254328372	   35,272178	 2,886233e-09	 2,256139479	  1,7012659	5,289411e-03	 2,23634303	  1,7030531	 3	 3	 6
ENSG00000128710	 0.389004717	HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	 1,046450e-21	 0,389004717	  296,776024	 4,058027e-44	 0,388688262	 14,3016920	4,842636e-04	 0,38936842	 14,2999040	 3	 3	 6
ENSG00000128713	 0.458102499	HOXD11	homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]	 1,197131e-11	 0,458102499	  154,288413	 3,698407e-22	 0,457957911	  7,4330656	1,744398e-03	 0,45900083	  7,4312780	 3	 3	 6
ENSG00000129152	 2.222835231	MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	 8,245880e-32	 2,222835231	  414,389189	 7,714044e-46	 2,222185666	 19,9468970	8,368124e-06	 2,22056523	 19,9486832	 3	 3	 6
ENSG00000129170	 2.169132687	CSRP3	cysteine and glycine rich protein 3 [Source:HGNC Symbol;Acc:HGNC:2472]	 7,349030e-04	 2,169132687	   29,386836	 8,062587e-08	 2,169136700	  1,4157872	1,039962e-02	 2,14867083	  1,4175745	 2	 3	 5
ENSG00000129173	 2.001466140	E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]	 9,559290e-10	 2,001466140	  119,783998							 3	 3	 6
ENSG00000129910	 2.090435211	CDH15	cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]	 1,781010e-32	 2,090435211	  826,180135	 8,699188e-62	 2,089623393	 39,7613448	1,438005e-04	 2,08898205	 39,7631300	 3	 3	 6
ENSG00000130234	 0.448465352	ACE2	angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]	 3,684408e-11	 0,448465352	  167,885221	 9,926607e-24	 0,448980889	  8,0784734	2,515222e-03	 0,44997062	  8,0766857	 3	 3	 6
ENSG00000130383	 0.419723791	FUT5	fucosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4016]	 3,086982e-06	 0,419723791	   47,294786	 1,024872e-11	 0,419452275	  2,2788980	6,236255e-04	 0,42330594	  2,2771106	 3	 3	 6
ENSG00000130701	 2.172296058	RBBP8NL	RBBP8 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16144]	 5,318926e-04	 2,172296058	   29,209339	 1,770762e-07	 2,170276353	  1,4045762	4,037837e-03	 2,14960894	  1,4063635	 3	 3	 6
ENSG00000132702	 0.493100316	HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	 3,077464e-04	 0,493100316	   32,296573	 1,749242e-07	 0,492855838	  1,5563212	7,931856e-05	 0,49722802	  1,5545338	 3	 3	 6
ENSG00000132832	 0.457206606	---	novel transcript	 1,557752e-02	 0,457206606	   13,020429	 2,616413e-04	 0,457175385	  0,6272788	4,983812e-04	 0,46934443	  0,6254914	 3	 0	 3
ENSG00000133055	 2.295231284	MYBPH	myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]	 2,031238e-66	 2,295231284	 2126,036440	5,207267e-103	 2,294693298	102,3470110	1,036971e-05	 2,29433715	102,3487929	 3	 3	 6
ENSG00000133246	 0.463099100	PRAM1	PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091]	 5,322335e-04	 0,463099100	   29,730002	 1,235097e-07	 0,463330617	  1,4310297	4,395559e-03	 0,46861068	  1,4292424	 3	 3	 6
ENSG00000133321	 2.388446344	PLAAT4	phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869]	 2,555488e-04	 2,388446344	   27,408519	 5,479312e-08	 2,387824130	  1,3194610	3,589596e-04	 2,35669526	  1,3212483	 2	 3	 5
ENSG00000133454	 2.185966430	MYO18B	myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150]	 2,305183e-15	 2,185966430	  193,429322	 1,636625e-25	 2,185065049	  9,3073840	3,021256e-04	 2,18181187	  9,3091708	 3	 3	 6
ENSG00000135218	 2.155406759	CD36	CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]	 2,182828e-03	 2,155406759	   24,050369	 1,906517e-06	 2,153126263	  1,1557291	1,140613e-02	 2,12885589	  1,1575164	 2	 3	 5
ENSG00000135902	 2.250067691	CHRND	cholinergic receptor nicotinic delta subunit [Source:HGNC Symbol;Acc:HGNC:1965]	 3,893184e-39	 2,250067691	  536,156010	 6,257950e-56	 2,249199765	 25,8045349	4,017412e-06	 2,24788888	 25,8063208	 3	 3	 6
ENSG00000136011	 2.451771954	STAB2	stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]	 6,568788e-04	 2,451771954	   24,013260	 2,140871e-07	 2,450260536	  1,1551043	1,912586e-03	 2,41151073	  1,1568916	 1	 3	 4
ENSG00000136167	 2.759119726	LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	 3,145690e-07	 2,759119726	   48,733538	 3,233224e-14	 2,760493953	  2,3485894	4,902051e-04	 2,73180506	  2,3503766	 3	 3	 6
ENSG00000136535	 5.687238555	TBR1	T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]	 2,466264e-04	 5,687238555	  307,708340	 3,234225e-89	 5,680539918	 14,8115681	1,182515e-02	 5,64713517	 14,8133547	 3	 3	 6
